"play_id";"game_id";"home_team";"away_team";"posteam";"posteam_type";"defteam";"side_of_field";"yardline_100";"game_date";"quarter_seconds_remaining";"half_seconds_remaining";"game_seconds_remaining";"game_half";"quarter_end";"drive";"sp";"qtr";"down";"goal_to_go";"time";"yrdln";"ydstogo";"ydsnet";"desc";"play_type";"yards_gained";"shotgun";"no_huddle";"qb_dropback";"qb_kneel";"qb_spike";"qb_scramble";"pass_length";"pass_location";"air_yards";"yards_after_catch";"run_location";"run_gap";"field_goal_result";"kick_distance";"extra_point_result";"two_point_conv_result";"home_timeouts_remaining";"away_timeouts_remaining";"timeout";"timeout_team";"td_team";"posteam_timeouts_remaining";"defteam_timeouts_remaining";"total_home_score";"total_away_score";"posteam_score";"defteam_score";"score_differential";"posteam_score_post";"defteam_score_post";"score_differential_post";"no_score_prob";"opp_fg_prob";"opp_safety_prob";"opp_td_prob";"fg_prob";"safety_prob";"td_prob";"extra_point_prob";"two_point_conversion_prob";"ep";"epa";"total_home_epa";"total_away_epa";"total_home_rush_epa";"total_away_rush_epa";"total_home_pass_epa";"total_away_pass_epa";"air_epa";"yac_epa";"comp_air_epa";"comp_yac_epa";"total_home_comp_air_epa";"total_away_comp_air_epa";"total_home_comp_yac_epa";"total_away_comp_yac_epa";"total_home_raw_air_epa";"total_away_raw_air_epa";"total_home_raw_yac_epa";"total_away_raw_yac_epa";"wp";"def_wp";"home_wp";"away_wp";"wpa";"home_wp_post";"away_wp_post";"total_home_rush_wpa";"total_away_rush_wpa";"total_home_pass_wpa";"total_away_pass_wpa";"air_wpa";"yac_wpa";"comp_air_wpa";"comp_yac_wpa";"total_home_comp_air_wpa";"total_away_comp_air_wpa";"total_home_comp_yac_wpa";"total_away_comp_yac_wpa";"total_home_raw_air_wpa";"total_away_raw_air_wpa";"total_home_raw_yac_wpa";"total_away_raw_yac_wpa";"punt_blocked";"first_down_rush";"first_down_pass";"first_down_penalty";"third_down_converted";"third_down_failed";"fourth_down_converted";"fourth_down_failed";"incomplete_pass";"touchback";"interception";"punt_inside_twenty";"punt_in_endzone";"punt_out_of_bounds";"punt_downed";"punt_fair_catch";"kickoff_inside_twenty";"kickoff_in_endzone";"kickoff_out_of_bounds";"kickoff_downed";"kickoff_fair_catch";"fumble_forced";"fumble_not_forced";"fumble_out_of_bounds";"solo_tackle";"safety";"penalty";"tackled_for_loss";"fumble_lost";"own_kickoff_recovery";"own_kickoff_recovery_td";"qb_hit";"rush_attempt";"pass_attempt";"sack";"touchdown";"pass_touchdown";"rush_touchdown";"return_touchdown";"extra_point_attempt";"two_point_attempt";"field_goal_attempt";"kickoff_attempt";"punt_attempt";"fumble";"complete_pass";"assist_tackle";"lateral_reception";"lateral_rush";"lateral_return";"lateral_recovery";"passer_player_id";"passer_player_name";"receiver_player_id";"receiver_player_name";"rusher_player_id";"rusher_player_name";"lateral_receiver_player_id";"lateral_receiver_player_name";"lateral_rusher_player_id";"lateral_rusher_player_name";"lateral_sack_player_id";"lateral_sack_player_name";"interception_player_id";"interception_player_name";"lateral_interception_player_id";"lateral_interception_player_name";"punt_returner_player_id";"punt_returner_player_name";"lateral_punt_returner_player_id";"lateral_punt_returner_player_name";"kickoff_returner_player_name";"kickoff_returner_player_id";"lateral_kickoff_returner_player_id";"lateral_kickoff_returner_player_name";"punter_player_id";"punter_player_name";"kicker_player_name";"kicker_player_id";"own_kickoff_recovery_player_id";"own_kickoff_recovery_player_name";"blocked_player_id";"blocked_player_name";"tackle_for_loss_1_player_id";"tackle_for_loss_1_player_name";"tackle_for_loss_2_player_id";"tackle_for_loss_2_player_name";"qb_hit_1_player_id";"qb_hit_1_player_name";"qb_hit_2_player_id";"qb_hit_2_player_name";"forced_fumble_player_1_team";"forced_fumble_player_1_player_id";"forced_fumble_player_1_player_name";"forced_fumble_player_2_team";"forced_fumble_player_2_player_id";"forced_fumble_player_2_player_name";"solo_tackle_1_team";"solo_tackle_2_team";"solo_tackle_1_player_id";"solo_tackle_2_player_id";"solo_tackle_1_player_name";"solo_tackle_2_player_name";"assist_tackle_1_player_id";"assist_tackle_1_player_name";"assist_tackle_1_team";"assist_tackle_2_player_id";"assist_tackle_2_player_name";"assist_tackle_2_team";"assist_tackle_3_player_id";"assist_tackle_3_player_name";"assist_tackle_3_team";"assist_tackle_4_player_id";"assist_tackle_4_player_name";"assist_tackle_4_team";"pass_defense_1_player_id";"pass_defense_1_player_name";"pass_defense_2_player_id";"pass_defense_2_player_name";"fumbled_1_team";"fumbled_1_player_id";"fumbled_1_player_name";"fumbled_2_player_id";"fumbled_2_player_name";"fumbled_2_team";"fumble_recovery_1_team";"fumble_recovery_1_yards";"fumble_recovery_1_player_id";"fumble_recovery_1_player_name";"fumble_recovery_2_team";"fumble_recovery_2_yards";"fumble_recovery_2_player_id";"fumble_recovery_2_player_name";"return_team";"return_yards";"penalty_team";"penalty_player_id";"penalty_player_name";"penalty_yards";"replay_or_challenge";"replay_or_challenge_result";"penalty_type";"defensive_two_point_attempt";"defensive_two_point_conv";"defensive_extra_point_attempt";"defensive_extra_point_conv"
"3281";"2019102008";"TEN";"LAC";"LAC";"away";"TEN";"TEN";41;2019-10-20;316;316;316;"Half2";0;15;1;4;"1";0;"05:16";"TEN 41";10;75;"(5:16) (No Huddle, Shotgun) P.Rivers pass deep right to A.Ekeler for 41 yards, TOUCHDOWN.";"pass";41;1;1;1;0;0;0;"deep";"right";36;5;NA;NA;NA;NA;NA;NA;3;3;0;NA;"LAC";3;3;23;19;13;23;-10;19;23;-4;0,183462818586886;0,0496626378864949;0,000170115010147794;0,0730115636676227;0,278793388308378;0,00246420968859417;0,412435266851877;0;0;3,06794636291232;3,93205363708768;3,97648901461436;-3,97648901461436;5,58770810863251;-5,58770810863251;3,82823918053152;-3,82823918053152;1,90097089774083;2,03108273934684;1,90097089774083;2,03108273934684;-5,38578833921605;5,38578833921605;10,7190651106291;-10,7190651106291;-25,1376379926069;25,1376379926069;32,5867085626892;-32,5867085626892;0,171267844007586;0,828732155992414;0,828732155992414;0,171267844007586;0,164575906284726;0,664156249707688;0,335843750292312;0,197555898372788;-0,197555898372788;0,216550269071808;-0,216550269071808;0,0727707042281511;0,0918052020565746;0,0727707042281511;0,0918052020565746;-0,136880982553977;0,136880982553977;0,400988231662392;-0,400988231662392;-0,822684649543512;0,822684649543512;1,15618971628018;-1,15618971628018;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;"00-0022942";"P.Rivers";"00-0033699";"A.Ekeler";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;NA;NA;NA;NA;0;NA;NA;0;0;0;0
"3306";"2019102008";"TEN";"LAC";"LAC";"away";"TEN";"TEN";15;2019-10-20;309;309;309;"Half2";0;15;1;4;NA;0;"05:09";"TEN 15";0;75;"C.McLaughlin extra point is GOOD, Center-C.Mazza, Holder-T.Long.";"extra_point";0;0;0;0;0;0;0;NA;NA;NA;NA;NA;NA;NA;33;"good";NA;3;3;0;NA;NA;3;3;23;20;19;23;-4;20;23;-3;0;0;0;0;0;0;0;0,931114949971538;0;0,931114949971538;0,0688850500284619;3,9076039645859;-3,9076039645859;5,58770810863251;-5,58770810863251;3,82823918053152;-3,82823918053152;NA;NA;0;0;-5,38578833921605;5,38578833921605;10,7190651106291;-10,7190651106291;-25,1376379926069;25,1376379926069;32,5867085626892;-32,5867085626892;0,335843750292312;0,664156249707688;0,664156249707688;0,335843750292312;-0,0155471573592545;0,679703407066943;0,320296592933057;0,197555898372788;-0,197555898372788;0,216550269071808;-0,216550269071808;NA;NA;0;0;-0,136880982553977;0,136880982553977;0,400988231662392;-0,400988231662392;-0,822684649543512;0,822684649543512;1,15618971628018;-1,15618971628018;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"C.McLaughlin";"00-0035358";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;NA;NA;NA;NA;0;NA;NA;0;0;0;0
"3322";"2019102008";"TEN";"LAC";"TEN";"home";"LAC";"LAC";35;2019-10-20;309;309;309;"Half2";0;16;0;4;NA;0;"05:09";"LAC 35";0;26;"C.McLaughlin kicks 65 yards from LAC 35 to end zone, Touchback.";"kickoff";0;0;0;0;0;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;3;3;0;NA;NA;3;3;23;20;23;20;3;23;20;3;0,35643367904815;0,0989512561763291;0,00264369999309817;0,146162438961163;0,155938985150643;0,00220724619662364;0,237662694473994;0;0;0,810592067919812;0;3,9076039645859;-3,9076039645859;5,58770810863251;-5,58770810863251;3,82823918053152;-3,82823918053152;NA;NA;0;0;-5,38578833921605;5,38578833921605;10,7190651106291;-10,7190651106291;-25,1376379926069;25,1376379926069;32,5867085626892;-32,5867085626892;0,679703407066943;0,320296592933057;0,679703407066943;0,320296592933057;0;0,679703407066943;0,320296592933057;0,197555898372788;-0,197555898372788;0,216550269071808;-0,216550269071808;NA;NA;0;0;-0,136880982553977;0,136880982553977;0,400988231662392;-0,400988231662392;-0,822684649543512;0,822684649543512;1,15618971628018;-1,15618971628018;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"C.McLaughlin";"00-0035358";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;NA;NA;NA;NA;0;NA;NA;0;0;0;0
"3337";"2019102008";"TEN";"LAC";"TEN";"home";"LAC";"TEN";75;2019-10-20;309;309;309;"Half2";0;16;0;4;"1";0;"05:09";"TEN 25";10;26;"(5:09) R.Tannehill pass short middle to A.Brown to TEN 30 for 5 yards (D.Perryman).";"pass";5;0;0;1;0;0;0;"short";"middle";5;0;NA;NA;NA;NA;NA;NA;3;3;0;NA;NA;3;3;23;20;23;20;3;23;20;3;0,35643367904815;0,0989512561763291;0,00264369999309817;0,146162438961163;0,155938985150643;0,00220724619662364;0,237662694473994;0;0;0,810592067919812;0,0214028886079755;3,92900685319387;-3,92900685319387;5,58770810863251;-5,58770810863251;3,84964206913949;-3,84964206913949;0,0214028886079755;0;0,0214028886079755;0;-5,36438545060807;5,36438545060807;10,7190651106291;-10,7190651106291;-25,1162351039989;25,1162351039989;32,5867085626892;-32,5867085626892;0,679703407066943;0,320296592933057;0,679703407066943;0,320296592933057;0,0159770075073958;0,695680414574339;0,304319585425661;0,197555898372788;-0,197555898372788;0,232527276579203;-0,232527276579203;0,0159770075073958;0;0,0159770075073958;0;-0,120903975046581;0,120903975046581;0,400988231662392;-0,400988231662392;-0,806707642036116;0,806707642036116;1,15618971628018;-1,15618971628018;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;"00-0029701";"R.Tannehill";"00-0035676";"A.Brown";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"LAC";NA;"00-0032103";NA;"D.Perryman";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;NA;NA;NA;NA;0;NA;NA;0;0;0;0
"3361";"2019102008";"TEN";"LAC";"TEN";"home";"LAC";"TEN";70;2019-10-20;263;263;263;"Half2";0;16;0;4;"2";0;"04:23";"TEN 30";5;26;"(4:23) D.Henry up the middle to TEN 31 for 1 yard (D.Perryman).";"run";1;0;0;0;0;0;0;NA;NA;NA;NA;"middle";NA;NA;NA;NA;NA;3;3;0;NA;NA;3;3;23;20;23;20;3;23;20;3;0,386945574070461;0,0933665759520933;0,00193398305579424;0,136111911660018;0,147822212399163;0,0022917610238;0,231527981838671;0;0;0,831994956527787;-0,436856215323479;3,49215063787039;-3,49215063787039;5,15085189330903;-5,15085189330903;3,84964206913949;-3,84964206913949;NA;NA;0;0;-5,36438545060807;5,36438545060807;10,7190651106291;-10,7190651106291;-25,1162351039989;25,1162351039989;32,5867085626892;-32,5867085626892;0,695680414574339;0,304319585425661;0,695680414574339;0,304319585425661;-0,00470789912526504;0,690972515449074;0,309027484550926;0,192847999247523;-0,192847999247523;0,232527276579203;-0,232527276579203;NA;NA;0;0;-0,120903975046581;0,120903975046581;0,400988231662392;-0,400988231662392;-0,806707642036116;0,806707642036116;1,15618971628018;-1,15618971628018;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;NA;NA;NA;NA;"00-0032764";"D.Henry";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"LAC";NA;"00-0032103";NA;"D.Perryman";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;NA;NA;NA;NA;0;NA;NA;0;0;0;0
"3382";"2019102008";"TEN";"LAC";"TEN";"home";"LAC";"TEN";69;2019-10-20;219;219;219;"Half2";0;16;0;4;"3";0;"03:39";"TEN 31";4;26;"(3:39) (Shotgun) R.Tannehill pass short left to A.Brown to TEN 42 for 11 yards (R.Teamer).";"pass";11;1;0;1;0;0;0;"short";"left";4;7;NA;NA;NA;NA;NA;NA;3;3;0;NA;NA;3;3;23;20;23;20;3;23;20;3;0,427707849716261;0,102618063656035;0,00225939199844548;0,14825888074298;0,119462132497608;0,00218365716867218;0,197510024219999;0;0;0,395138741204308;1,36661040234951;4,8587610402199;-4,8587610402199;5,15085189330903;-5,15085189330903;5,216252471489;-5,216252471489;1,24738712838116;0,119223273968356;1,24738712838116;0,119223273968356;-4,11699832222692;4,11699832222692;10,8382883845975;-10,8382883845975;-23,8688479756178;23,8688479756178;32,7059318366576;-32,7059318366576;0,690972515449074;0,309027484550926;0,690972515449074;0,309027484550926;0,071550464900062;0,762522980349136;0,237477019650864;0,192847999247523;-0,192847999247523;0,304077741479265;-0,304077741479265;0,0672662481988809;0,00428421670118107;0,0672662481988809;0,00428421670118107;-0,0536377268477002;0,0536377268477002;0,405272448363573;-0,405272448363573;-0,739441393837235;0,739441393837235;1,16047393298136;-1,16047393298136;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;"00-0029701";"R.Tannehill";"00-0035676";"A.Brown";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"LAC";NA;"00-0035437";NA;"R.Teamer";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;NA;NA;NA;NA;0;NA;NA;0;0;0;0
"3406";"2019102008";"TEN";"LAC";"TEN";"home";"LAC";"TEN";69;2019-10-20;212;212;212;"Half2";0;16;0;4;NA;0;"03:32";"TEN 31";0;26;"Timeout #1 by LAC at 03:32.";"no_play";0;0;0;0;0;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;3;2;1;"LAC";NA;3;2;23;20;23;20;3;23;20;3;0;0;0;0;0;0;0;0;0;1,76174914355382;0;4,8587610402199;-4,8587610402199;5,15085189330903;-5,15085189330903;5,216252471489;-5,216252471489;NA;NA;0;0;-4,11699832222692;4,11699832222692;10,8382883845975;-10,8382883845975;-23,8688479756178;23,8688479756178;32,7059318366576;-32,7059318366576;0,762522980349136;0,237477019650864;0,762522980349136;0,237477019650864;0;0,762522980349136;0,237477019650864;0,192847999247523;-0,192847999247523;0,304077741479265;-0,304077741479265;NA;NA;0;0;-0,0536377268477002;0,0536377268477002;0,405272448363573;-0,405272448363573;-0,739441393837235;0,739441393837235;1,16047393298136;-1,16047393298136;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;NA;NA;NA;NA;0;NA;NA;0;0;0;0
"3423";"2019102008";"TEN";"LAC";"TEN";"home";"LAC";"TEN";58;2019-10-20;212;212;212;"Half2";0;16;0;4;"1";0;"03:32";"TEN 42";10;26;"(3:32) D.Henry up the middle to TEN 47 for 5 yards (K.White; J.Bosa).";"run";5;0;0;0;0;0;0;NA;NA;NA;NA;"middle";NA;NA;NA;NA;NA;3;2;0;NA;NA;3;2;23;20;23;20;3;23;20;3;0,354009937881317;0,0645226618372255;0,00061634884745756;0,0947213098131123;0,193145439806736;0,00214548733341442;0,290838814480737;0;0;1,76174914355382;0,0655588838453434;4,92431992406525;-4,92431992406525;5,21641077715437;-5,21641077715437;5,216252471489;-5,216252471489;NA;NA;0;0;-4,11699832222692;4,11699832222692;10,8382883845975;-10,8382883845975;-23,8688479756178;23,8688479756178;32,7059318366576;-32,7059318366576;0,762522980349136;0,237477019650864;0,762522980349136;0,237477019650864;0,00377887408232047;0,766301854431456;0,233698145568544;0,196626873329843;-0,196626873329843;0,304077741479265;-0,304077741479265;NA;NA;0;0;-0,0536377268477002;0,0536377268477002;0,405272448363573;-0,405272448363573;-0,739441393837235;0,739441393837235;1,16047393298136;-1,16047393298136;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;NA;NA;NA;NA;"00-0032764";"D.Henry";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"00-0034375";"K.White";"LAC";"00-0033156";"J.Bosa";"LAC";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;NA;NA;NA;NA;0;NA;NA;0;0;0;0
"3444";"2019102008";"TEN";"LAC";"TEN";"home";"LAC";"TEN";58;2019-10-20;207;207;207;"Half2";0;16;0;4;NA;0;"03:27";"TEN 42";0;26;"Timeout #2 by LAC at 03:27.";"no_play";0;0;0;0;0;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;3;1;1;"LAC";NA;3;1;23;20;23;20;3;23;20;3;0;0;0;0;0;0;0;0;0;1,82730802739916;0;4,92431992406525;-4,92431992406525;5,21641077715437;-5,21641077715437;5,216252471489;-5,216252471489;NA;NA;0;0;-4,11699832222692;4,11699832222692;10,8382883845975;-10,8382883845975;-23,8688479756178;23,8688479756178;32,7059318366576;-32,7059318366576;0,766301854431456;0,233698145568544;0,766301854431456;0,233698145568544;0;0,766301854431456;0,233698145568544;0,196626873329843;-0,196626873329843;0,304077741479265;-0,304077741479265;NA;NA;0;0;-0,0536377268477002;0,0536377268477002;0,405272448363573;-0,405272448363573;-0,739441393837235;0,739441393837235;1,16047393298136;-1,16047393298136;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;NA;NA;NA;NA;0;NA;NA;0;0;0;0
"3461";"2019102008";"TEN";"LAC";"TEN";"home";"LAC";"TEN";53;2019-10-20;207;207;207;"Half2";0;16;0;4;"2";0;"03:27";"TEN 47";5;26;"(3:27) A.Brown right end to TEN 45 for -2 yards (T.Davis).";"run";-2;0;0;0;0;0;0;NA;NA;NA;NA;"right";"end";NA;NA;NA;NA;3;1;0;NA;NA;3;1;23;20;23;20;3;23;20;3;0,344523588891642;0,0634607117184595;0,000578935771341963;0,0926648776022249;0,203110636248726;0,00229169596132339;0,293369553806282;0;0;1,82730802739916;-0,836863403698573;4,08745652036667;-4,08745652036667;4,3795473734558;-4,3795473734558;5,216252471489;-5,216252471489;NA;NA;0;0;-4,11699832222692;4,11699832222692;10,8382883845975;-10,8382883845975;-23,8688479756178;23,8688479756178;32,7059318366576;-32,7059318366576;0,766301854431456;0,233698145568544;0,766301854431456;0,233698145568544;-0,04209452664086;0,724207327790596;0,275792672209404;0,154532346688983;-0,154532346688983;0,304077741479265;-0,304077741479265;NA;NA;0;0;-0,0536377268477002;0,0536377268477002;0,405272448363573;-0,405272448363573;-0,739441393837235;0,739441393837235;1,16047393298136;-1,16047393298136;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;NA;NA;NA;NA;"00-0035676";"A.Brown";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"00-0023448";"T.Davis";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"LAC";NA;"00-0023448";NA;"T.Davis";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;NA;NA;NA;NA;0;NA;NA;0;0;0;0
"3482";"2019102008";"TEN";"LAC";"TEN";"home";"LAC";"TEN";53;2019-10-20;202;202;202;"Half2";0;16;0;4;NA;0;"03:22";"TEN 47";0;26;"Timeout #3 by LAC at 03:22.";"no_play";0;0;0;0;0;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;3;0;1;"LAC";NA;3;0;23;20;23;20;3;23;20;3;0;0;0;0;0;0;0;0;0;0,990444623700589;0;4,08745652036667;-4,08745652036667;4,3795473734558;-4,3795473734558;5,216252471489;-5,216252471489;NA;NA;0;0;-4,11699832222692;4,11699832222692;10,8382883845975;-10,8382883845975;-23,8688479756178;23,8688479756178;32,7059318366576;-32,7059318366576;0,724207327790596;0,275792672209404;0,724207327790596;0,275792672209404;0;0,724207327790596;0,275792672209404;0,154532346688983;-0,154532346688983;0,304077741479265;-0,304077741479265;NA;NA;0;0;-0,0536377268477002;0,0536377268477002;0,405272448363573;-0,405272448363573;-0,739441393837235;0,739441393837235;1,16047393298136;-1,16047393298136;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;NA;NA;NA;NA;0;NA;NA;0;0;0;0
